country,city,name,description,rating,reviews,km_to_centre,min_private_price,min_dorm_price
colombia,santa-marta,Aroha Villana,"Offering an outdoor swimming pool, Aroha Villana Boutique is located 100 m from Santa Marta cathedral and 300 m from Santa Marta Beach.",8.0,(49),- 1.53km from city centre,€9.00,€8.55
colombia,santa-marta,Color Hostel,"Color Hostel is a great place to stay in Santa Marta, you will be close to the main areas such as historic center a and the beach. Breakfast is included.",7.6,(50),- 2.15km from city centre,€13.56,
colombia,santa-marta,The Cantamar Beach Hostel,The Cantamar Beach Hostel is a backpacker's resort located right on the beach in Santa Marta's safest neighbourhood.,7.4,(96),- 7.17km from city centre,€11.34,
colombia,santa-marta,Sierra Minca,"Accommodation with mountain views, unique landscapes and perfect weather to rest.",7.4,(42),- 18.59km from city centre,€15.75,€11.25
colombia,santa-marta,Kimara Hostel,Kimara Hostel is a very peaceful place surrounded by nature.,7.3,(36),- 31.55km from city centre,€13.50,€9.00
colombia,santa-marta,EcoHostal Rio Piedra,EcoHostal Rio Piedra In front of Sierra Nevada.,7.1,(25),- 29.51km from city centre,€19.13,
colombia,santa-marta,Hostal Maranatha,"We are located in the historic center of the city, in an old republican house equipped with 16 rooms including private and group rooms with a total capacity for 82 guests.",7.1,(6),- 1.24km from city centre,€5.25,
colombia,santa-marta,Hostal la Perla Tayrona,Santa Marta is a Caribbean city located in the department of Magdalena (northern Colombia). It is a bustling port city that was once the first Spanish settlement in Colombia.,7.1,(2),- 30.37km from city centre,,€0.01
colombia,santa-marta,Dreamer Santa Marta,"VOTED MOST POPULAR HOSTEL 2019 and BEST HOSTEL COLOMBIA 2014, we are the closest to famous Tayrona Park, Minca, the best beach of S.Marta 'Concha' and just 3 minutes from Quinta de San Pedro",9.0,(5607),- 3.9km from city centre,€16.88,€11.25
colombia,santa-marta,Viajero Santa Marta,"Welcome to Viajero Santa Marta, only a few blocks away from the heart of the historic center, discover th",9.1,(802),- 1.97km from city centre,€19.87,€13.50
colombia,santa-marta,Mr. Baboon Hostel,"Mr. Baboon Hostel, an Eighteenth century colonial house carefully renovated into a modern boutique hostel, located right in the heart of the oldest city in South America, Santa Marta.",9.4,(751),- 1.5km from city centre,€12.22,€7.20
colombia,santa-marta,Aluna Hostel B&B,"Offering à la carte restaurant, a terrace and a garden, Aluna Hotel is located in Santa Marta, 1 km from the ocean.",6.4,(6),- 1.52km from city centre,€6.53,€6.08
colombia,santa-marta,Hostel La Bella Samaria,Hostel La Bella Samaria is a very nice hostel that offers free city map and free internet access.,5.6,(71),- 1.27km from city centre,€8.66,€6.30
colombia,santa-marta,Tamarindo Beach Hostel,"This property is 2 minutes walk from the beach. Tamarindo Beach hostel in Taganga provides adults-only accommodation with a bar, a shared lounge and a garden.",5.6,(9),- 1.78km from city centre,€4.50,€10.13
colombia,santa-marta,Casa Nuba Eco Hostel,Welcome to Casa Nuba Eco Hostel which offers private and shared rooms in Santa Marta.,0.0,(6),- 3.18km from city centre,€7.88,
colombia,santa-marta,Loma Nevada Minca Hostel,Loma Nevada Minca Hostel offers various types of accommodation and a great personalised service.,0.0,(1),- 19.51km from city centre,€15.53,
colombia,santa-marta,Maria Mulata Hostel,"Our property is characterized by being cozy, perfect for people who want to rest and enjoy our facilities. Located in the best area of the city, the Historic Center of Santa Marta.",,,- 1.44km from city centre,€11.03,€15.01
colombia,santa-marta,Panamerican Hostel,"Change the atmosphere, enjoy the sea, the sunrise, sunset and the best plans a few blocks away where you will find the best restaurants, clubs and bars that will make you get out of the monotony.",,,- 1.79km from city centre,€6.68,
colombia,santa-marta,Maria's House - Boutique Hotel,At Maria's House - Boutique Hotel guests can enjoy beautiful views of the pool or garden while sipping on a cup of coffee,,,- 7.22km from city centre,€15.75,€13.50
colombia,santa-marta,Hostel Santa Marta el Rodadero (La casona de Sara),"If you're planning your trip to Santa Marta and want to stay in a hostel that combines comfort, strategic location, and affordable prices, look no further. Our hostel in Santa Marta is the ideal choice for you.",,,- 6.31km from city centre,€15.95,€13.15
colombia,santa-marta,Hostal Casa San Pedro,"Our accommodation is unique since customer service is our passion, the relationship we have with high quality and low prices characterizes us, we also have a super excellent location.",,,- 3.01km from city centre,€9.56,€6.30
colombia,santa-marta,Niuwi Hostel,"Niuwi Hostel features a garden, shared lounge, a terrace and restaurant in Buritaca. Providing a bar, the property is located within less than 1 km of Playa Buritaca.",,,- 45.27km from city centre,€18.75,€14.63
colombia,santa-marta,Casamar Hostel,"Comfort, security, wide spaces and an excellent location are the best description of Casamar Hostel!!",,,- 1.55km from city centre,€16.88,€10.13
colombia,santa-marta,Eco Hotel Kuima,Santa Marta is a Caribbean city located in the department of Magdalena (northern Colombia). It is a bustling port city that was once the first Spanish settlement in Colombia.,10,(5),- 29.47km from city centre,€13.50,
colombia,santa-marta,Blue Mango Hotel,Blue Mango is a Caribbean beach hotel.,10,(4),- 39.5km from city centre,€23.85,
colombia,santa-marta,YAY Sustainable,"Our project includes Bio-constructions inspired by original cultures alongside organic gardens, ediblfore",10,(4),- 38.13km from city centre,€32.34,
colombia,santa-marta,Hotel Nueva Granada,Welcome to Nueva Granada hotel in Colombia,9.5,(35),- 1.38km from city centre,€13.20,
colombia,santa-marta,Hostel Cabaña Teyuna,"We offer a variety of services such as accommodation, breakfasts and menus, Camping service, Tours, Transfer, Private and exclusive beach for our guests, incredible places of meditation, ecological walks, bird watching, fishing.",9.4,(6),- 41.31km from city centre,€6.75,
colombia,santa-marta,Hotel Parque de los Novios Inn,"Close to several noted attractions, around 300 m from Santa Marta Cathedral, 600 m from Simon Bolivar Park . Boasting a bar and a hot tub.",8.1,(6),- 1.73km from city centre,€18.56,
colombia,santa-marta,Historic House Hotel,"Located in Santa Marta, less than 1 km from Bahía de Santa Marta Beach. Teatures accommodation with a garden, private parking, a restaurant and a bar.",2.0,(6),- 1.4km from city centre,€9.00,
colombia,santa-marta,Hotel Miami,Come to Hotel Miami! A nice hotel situated in the historical center of the city!,0.0,(18),- 1.5km from city centre,€12.29,
colombia,santa-marta,Playa Bonita,We are an eco hotel located in Buritaca near Tayrona Park with private cabins on a large plot of land in front of the beach.,,,- 44.4km from city centre,€24.84,
colombia,santa-marta,Hotel Sorrento Beach,At this hotel you have at your disposal 500 square meters of space with conference space and a meeting room. Free self parking is available. Enjoy a pleasant stay in one of the 40 rooms with LCD TV.,,,- 5.65km from city centre,€28.60,
colombia,santa-marta,Playa María,"Our rustic wooden cabins offer a unique and authentic experience that sets us apart!! Ideally located at the water's edge, we are just a stone's throw away from the sun-kissed sands.",,,- 67.96km from city centre,€15.19,
colombia,santa-marta,Reserva Natural Mamancana,"Mamancana is an ecological nature reserve, the only place in the city centre with an ancestral connection experience, we offer wellness, ecological and healthy experiences.",,,- 12.4km from city centre,€82.97,
colombia,santa-marta,Casa Chunuu Hotel Boutique,"Hotel Boutique Casa Chunuu Santa Marta has an outdoor swimming pool, garden, a shared lounge and terrace!!",,,- 2.19km from city centre,€23.63,
colombia,santa-marta,Casa Mia Boutique Hotel,"Beautiful boutique hotel located in the heart of the city of Santa Marta, away we find the Parque de los Novios, the bay of Santa Marta, the Basilica Cathedral.",,,- 1.64km from city centre,€21.00,
colombia,santa-marta,Rocaire,"This property is 3 minutes walk from the beach. Set in Santa Marta, 2.4 km from Playa Blanca,Hotel Brisas Marinas offers accommodation with a restaurant.",,,- 6.59km from city centre,€19.76,
colombia,santa-marta,Eco Hostel Cachaco River,"Provides accommodation with an outdoor swimming pool, free private parking, a garden and a terrace. Featuring family rooms, this property also provides guests with a barbecue.",,,- 27.5km from city centre,€7.13,
colombia,santa-marta,Rivera Hostel,El Rodadero is a renowned tourist area located approximately 10 kilometres from the historic center of Santa Marta.,,,- 7.1km from city centre,€6.75,
colombia,santa-marta,Taganga's Guesthouse,"A hostel to relax and enjoy the Caribbean breeze, near Taganga bay and many other beaches nearby. At Taganga's Guesthouse guests will find a place to chill and to connect with travellers from all over the world.",,,- 2.14km from city centre,€7.88,
colombia,santa-marta,Dreamer Santa Marta,"VOTED MOST POPULAR HOSTEL 2019 and BEST HOSTEL COLOMBIA 2014, we are the closest to famous Tayrona Park, Minca, the best beach of S.Marta 'Concha' and just 3 minutes from Quinta de San Pedro",9.0,(5607),- 3.9km from city centre,€16.88,€11.25
colombia,santa-marta,Viajero Santa Marta,"Welcome to Viajero Santa Marta, only a few blocks away from the heart of the historic center, discover th",9.1,(802),- 1.97km from city centre,€19.87,€13.50
colombia,santa-marta,Mr. Baboon Hostel,"Mr. Baboon Hostel, an Eighteenth century colonial house carefully renovated into a modern boutique hostel, located right in the heart of the oldest city in South America, Santa Marta.",9.4,(751),- 1.5km from city centre,€12.22,€7.20
colombia,santa-marta,Rocaire,"This property is 3 minutes walk from the beach. Set in Santa Marta, 2.4 km from Playa Blanca,Hotel Brisas Marinas offers accommodation with a restaurant.",,,- 6.59km from city centre,€19.76,
colombia,santa-marta,Eco Hostel Cachaco River,"Provides accommodation with an outdoor swimming pool, free private parking, a garden and a terrace. Featuring family rooms, this property also provides guests with a barbecue.",,,- 27.5km from city centre,€7.13,
colombia,santa-marta,Rivera Hostel,El Rodadero is a renowned tourist area located approximately 10 kilometres from the historic center of Santa Marta.,,,- 7.1km from city centre,€6.75,
colombia,santa-marta,Casa Lily Flower,"Casa Lily Flower is set in Playa Dormida, 2.8 km from Bello Horizonte. Located around 11 km from Rodadero Sea Aquarium and Museum.",10,(2),- 13.13km from city centre,€7.88,
colombia,santa-marta,Squid Hostel,Tayrona Park and the Sierra Nevada are some of the landscapes that surround Santa Marta.,9.5,(5),- 1.26km from city centre,€3.38,
colombia,santa-marta,La Mochila SM,"Located 8 minutes walk from the beach. Featuring a shared lounge and views of city, La Mochila SM is located in Santa Marta, 300 m from Santa Marta Cathedral.",3.7,(2),- 1.65km from city centre,€4.50,
colombia,santa-marta,Hostel Isabella,"Tayrona Park and the Sierra Nevada are some of the landscapes that surround Santa Marta, Colombia. Get to know its charm, diversity and Caribbean flavor!",,,- 13.29km from city centre,€5.06,
colombia,santa-marta,Hostal Casa Yoya,"We offer different types of rooms in the center of Santa Marta, near the beach.",,,- 1.47km from city centre,€6.75,
colombia,santa-marta,Hostal y Camping Villa Guadua Tayrona,"Located in Santa Marta, 2.2 km from Castilletes Beach, Hostal y Camping Villa Guadua Tayrona provides accommodation with a garden, free private parking and a terrace.",,,- 31km from city centre,€15.00,
colombia,santa-marta,Posadas Ecoturisticas Seineken,"The property is surrounded by tropical gardens. Bungalows at this property boast rustic wooden décor, and feature a garden view.",,,- 30.64km from city centre,€19.13,
colombia,santa-marta,Coffee House Minca,"Coffee House Minca has an outdoor swimming pool, garden, a shared lounge and terrace in Minca. Boasting a shared kitchen, this property also provides guests with a barbecue.",,,- 15.17km from city centre,€24.35,
colombia,cartagena,Zion Beach House,Zion Beach House is one of the best rated hostels in Cartagena and has a unique location directly at the beach,9.1,(341),- 12.37km from city centre,€27.72,€14.60
colombia,cartagena,Santuario Beach Hostel,"Offers accommodation for adults with outdoor pool, beach, beach beds, bar, fire area and a beautiful garden.",10,(1),- 6.01km from city centre,€29.25,
colombia,cartagena,El Chiringuito Hostel Parador,El Chiringuito Hostel Parador has everything you need to enjoy your stay,9.7,(19),- 11.79km from city centre,€16.88,€13.50
colombia,cartagena,Cabana Baru Hostel Club,"Caribbean cabin by the sea, a good place to share with family or friends!!",9.7,(6),- 23.31km from city centre,€11.25,€9.00
colombia,cartagena,Life is Good Cartagena Hostel,Life is Good Cartagena Hostel is a 4-story historic house that has been newly renovated located in the Getsemani neighbourhood.,9.5,(750),- 1.54km from city centre,€22500.00,€22500.00
colombia,cartagena,Stamp Manzanillo,"Located in Manzanillo, a fishing village before entering the fantastic Cartagena, in front of the beach!!",9.4,(5),- 12.04km from city centre,€28.46,€11.14
colombia,cartagena,Monasterio Hostel,Enjoy the charming architecture and friendly service at Monasterio Hostel.,9.3,(48),- 1.63km from city centre,€1.29,€6.75
colombia,cartagena,Hostal El Bando,"Hostal El Bando has an outdoor swimming pool, garden, a shared lounge and terrace in Cartagena de Indias. Among the facilities at this property are a shared kitchen and a 24-hour front desk.",9.1,(37),- 3.53km from city centre,€16.31,€11.25
colombia,cartagena,Viajero Cartagena Hostel,"Cartagena's walled city is the pride of Colombia, this is where you will find Viajero Cartagena. Located",9.1,(8756),- 1.85km from city centre,€22.92,€16.88
colombia,cartagena,Zion Beach House,Zion Beach House is one of the best rated hostels in Cartagena and has a unique location directly at the beach,9.1,(341),- 12.37km from city centre,€27.72,€14.60
colombia,cartagena,San Jacinto Hostel,San Jacinto Hostel is perfect to visit Cartagenta,9.0,(185),- 0.42km from city centre,€11.70,€8.33
colombia,cartagena,Santuario Getsemaní Hostel,Welcome to Santuario Hostel Cartagena!,8.9,(304),- 1.3km from city centre,,€16.04
colombia,cartagena,Casa Del Pozo Boutique Hostel,Casa del Pozo Boutique Hostel the perfect place to discover Cartagena.,8.9,(828),- 1.39km from city centre,€20.25,€16.20
colombia,cartagena,Centro Cultural La Provincia,Centro Cultural La Provincia has everything you need to enjoy your stay,8.9,(34),- 16.41km from city centre,€11.25,€11.25
colombia,cartagena,San Felicin Hostel,"San Felicin Hostel is situated in Cartagena de Indias, 3.2 km from Steps of La Popa Mount. Featuring room service, this property also provides guests with a terrace.",8.9,(12),- 1.06km from city centre,€22.50,€24.75
colombia,cartagena,Casa Mama Waldy,"Cartagena is a port city on the Caribbean coast of Colombia. By the sea is the walled Old City, which was founded in the 16th century, with squares, cobblestone streets and colorful colonial buildings",8.8,(145),- 1.53km from city centre,€11.25,€12.99
colombia,cartagena,Casa Movida Hostel,"In the heart of the Walled City and with facilities completely renovated in 2020, is Casa Movida Hostel, the establishment is located in the San Diego district and is part of the colonial.",8.8,(375),- 1.88km from city centre,€33.75,€13.50
colombia,cartagena,Casa del Puerto Hostel & Suites,You will find relaxing atmosphere and comfortable accommodation at Casa del Puerto Hostel & Suites.,8.8,(282),- 0.84km from city centre,€27.00,€16.20
colombia,cartagena,Casa Zahri Boutique Hostel,The hotel features a terrace and a restaurant . Located in Cartagena de Indias!!,8.7,(448),- 1.51km from city centre,€47.87,€12.94
colombia,cartagena,Republica Hostel Cartagena,"Republica Cartagena is located in the historical centre of Cartagena inside the walled colonial city where you can find restaurants, bars, hotels and many different activities to enjoy you stay.",8.7,(1482),- 1.96km from city centre,€50.63,€15.75
colombia,cartagena,Sunset Terrace,"Sunset Terrace hostel offers small dorms as well as private rooms in cartagena. some dorms has air conditioner, and other has ventilator",8.7,(48),- 1.09km from city centre,€6.75,€5.63
colombia,cartagena,The Clock Hostel And Suites,Spectacular rooms that combine the modern and chic concept of boutique hostels around the world.,8.6,(308),- 1.98km from city centre,€24.75,€15.75
colombia,cartagena,Casa Torices Real 12,"Located in Cartagena de Indias in the region of Bolívar, one mile from San Felipe de Barajas Castle, Casa Torices Real features a terrace and views of the garden.",8.5,(141),- 2km from city centre,€13.50,
colombia,cartagena,La Buleka Hostel,"La Buleka Hostel offer clean, safe, comfortable, and meaningful accommodation experience",8.5,(112),- 1.43km from city centre,€14.01,€15.15
colombia,cartagena,Hostel La Antigua Capsula,"We have added two double rooms on the ground floor,one with private bath and one with a double bed in a l",8.4,(333),- 1.4km from city centre,€18.00,€12.83
colombia,cartagena,New Casa Dora,"Located in Cartagena de Indias and with Marbella Beach reachable within 1.6 km, provides a shared lounge, free WiFi and a garden.",8.2,(28),- 1.33km from city centre,€10.50,€12.38
colombia,cartagena,Quintas by Maos,Quintas by Maos is located historic center in Cartagena at Manga Neighborhood.,8.0,(477),- 0.88km from city centre,€11.25,€7.88
colombia,cartagena,Casa Hostal kristalu,"The property is around 2.9 km from Cartagena's Walls, 3.7 km from Cartagena's Gold Museum and 3.7 km from Bolivar Park. The accommodation features a shared kitchen and a shared lounge.",7.9,(40),- 2.51km from city centre,€7.65,€8.10
colombia,cartagena,Pachamama Hostel Cartagena,"Here you are close to all tourist attractions, the Walled City, restaurants and night live. Just 3 minutes walking distance to Plaza de la Trinidad.",7.9,(78),- 1.31km from city centre,€10.13,€9.45
colombia,cartagena,Hostal Seven Nights Cartagena,"Hostal Seven Nights in Cartagena de Indias provides adults-only accommodation with a bar, a shared lounge and a terrace.",7.9,(7),- 1.52km from city centre,€21.29,€13.12
colombia,cartagena,Casa de la Cruz Hostal,Casa de la Cruz Hostal offers comfortable accommodation in the center of Cartagena.,7.8,(36),- 1.78km from city centre,€16.43,
colombia,cartagena,Zion Beach House,Zion Beach House is one of the best rated hostels in Cartagena and has a unique location directly at the beach,9.1,(341),- 12.37km from city centre,€27.72,€14.60
colombia,cartagena,Casa de la Cruz Hostal,Casa de la Cruz Hostal offers comfortable accommodation in the center of Cartagena.,7.8,(36),- 1.78km from city centre,€16.43,
colombia,cartagena,Media Luna Hostel,"Media Luna Hostel is perfect for its location, price, comfort, tranquility and tourism",7.6,(1257),- 1.42km from city centre,€19.84,€13.46
colombia,cartagena,Selina Cartagena,Selina Cartagena is the perfect getaway to get away.,7.5,(910),- 1.58km from city centre,€18.75,€15.55
colombia,cartagena,Wonderland Cartagena by GB Collection,"Experience the real Cartagena in Wonderland. Located in the best neighborhood with everything you need in walking distance...airport, beaches, park with bike trails & skateboarding, supermarkets, ATM's, restaurants. And when you want to be a tourist, it's...",6.7,(287),- 4.02km from city centre,€9.28,€18.56
colombia,cartagena,Hostal Luna Llena,"We have a beautiful multi floral garden, restaurant where includes breakfast with air conditioning rooms and shared bathrooms also with a beautiful balcony with view to the garden.",5.7,(1),- 1.52km from city centre,€17.55,€20.70
colombia,cartagena,New Iguanas House Hostel,New Iguanas House Hostel is located in the colourful neighbourhood of Getsemani.,5.6,(8),- 1.52km from city centre,€1.24,
colombia,cartagena,Mi Llave Hostels Cartagena,"Mi Llave Hostels Cartagena is a nice hostel that offers free city maps, outdoor terrace and 24 hour reception.",4.0,(310),- 1.42km from city centre,€2.70,
colombia,cartagena,Hotel Playa Norte,"Hotel Playa Norte offers its guests a place where they will enjoy comfort and tranquility, with large public areas and comfortable rooms.",4.0,(12),- 7.1km from city centre,€9.00,€7.43
colombia,cartagena,Hostal #10-33,"Enjoy your holidays, a safe and comfortable stay with easy access to shops and restaurants from this charming space and enjoys a good location in the Getsemani district of Cartagena.",4.0,(2),- 1.5km from city centre,€3.94,€6.75
colombia,cartagena,Hostal Badillo SV,"Hostal Badillo SV is located in Cartagena de Indias close to several famous attractions, and offers air-conditioned rooms with free Wi-Fi. Featuring a terrace.",0.0,(2),- 1.94km from city centre,€0.56,
colombia,cartagena,Marazao Beach Hostel,"Marazao Beach Hostel has a garden, terrace, a restaurant and bar in Tierra Bomba. A few steps from Playa Punta Arenas, the property provides a private beach area.",,,- 6.03km from city centre,€33.19,
colombia,cartagena,4C2-R Cabaña en Isla de Barú,This beachfront property offers access to a terrace and free Wi-Fi. Has a private beach area.,,,- 33.71km from city centre,,€53.10
colombia,cartagena,Freedom Beach Club,"Freedom Beach Club is located in Baru, a few steps from Agua Azul Beach and 2.1 km from Cholon Bay. The accommodation provides karaoke and a tour desk.",,,- 30.63km from city centre,€31.50,€20.25
colombia,cartagena,Casa Teresa hostal,La Teresa House is 3.1 km from Marbella Beach.Our colonial typical house has all the service to make your stay as pleasant as possible.,,,- 0.49km from city centre,€3.00,€15.75
colombia,cartagena,Hostal Casa Torres,"Boasting a shared lounge and views of city, Hostal Casa Torres is a sustainable hostel set in Cartagena de Indias, less than 1 km from Marbella Beach.",,,- 1.94km from city centre,€33.75,€22.50
colombia,cartagena,Hotel PB en la Isla de Tierra Bomba con Desayuno,"Boasting private pool, with breakfast and air conditioning, located on the beachfront in Cartagena de Indias.",,,- 6.06km from city centre,€33.98,€147.38
colombia,cartagena,Hotel CC Getsemani con desayuno y piscina,"Located in the traditional Getsemaní neighbourhood. Has 19 rooms that become the ideal accomplice for rest and tranquillity with family, friends, alone or for work reasons.",,,- 1.54km from city centre,€56.81,€191.25
colombia,cartagena,Hotel CL Getsemani con Wi-Fi y aire acondicionado,Cartagena de Indias is probably the most beautiful city in Colombia and one of the most beautiful colonial cities in the world.,,,- 1.44km from city centre,€15.26,€55.13
colombia,cartagena,Casa Allure,All hotel rooms feature air conditioning and a wardrobe. Located 2.6 km from Marbella Beach.,10,(1),- 0.57km from city centre,€15.75,
colombia,cartagena,Casa Bustamante,Welcome to Casa Bustamante!,9.7,(20),- 2.01km from city centre,€45.79,
colombia,cartagena,Luna Cartagena Airport Hotel,"A family atmosphere at walking distance ,1 minute from Cartagena’s International Airport, 1.2 km from Marbella Beach, a 5-minute drive from the Historic Downtown.",8.8,(5),- 3.48km from city centre,€20.73,
colombia,cartagena,Baru Jet Set Beach & Hostel,"Jet Set Hostel is a beachfront property on the island of Baru, in the Playa Tranquila sector. Private cabins with solar energy and fan. Special for couples and families seeking rest and tranquility.",7.4,(1),- 22.57km from city centre,€14.63,
colombia,cartagena,Hotel Boutique Castillo Ines Maria,Hotel Boutique Castillo Ines Maria is 100 meters from Rafael Núñez's house and 5 km from Rafael Núñez Airport.,6.9,(1),- 2km from city centre,€21.43,
colombia,cartagena,Hotel Mangata,"Featuring a bar and a garden, Hotel Mangata is set in Cartagena de Indias, 1.5 km from Marbella Beach and 1.9 km from Bocagrande Beach.",6.3,(5),- 1.44km from city centre,€12.38,
colombia,cartagena,Hotel Summer,Hotel Summers is the perfect match for you holidays in Cartagena.,5.1,(8),- 5.23km from city centre,€56.25,
colombia,cartagena,Casa Ébano 967,Casa Ebano the Hotel are you looking for!,0.0,(16),- 1.54km from city centre,€20.25,
colombia,cartagena,Hotel Santo Tomas Los Morros,Hotel Santo Tomás los Morros located in Cartagena is ideal for those who want to visit the beach. It has a restaurant and internet access.,,,- 7.02km from city centre,€33.05,
colombia,cartagena,Playa Tortuga,"For those who visit Cartagena, Eco Hotel Playa Tortuga is a magnificent choice to rest and connect with nature.",,,- 1.17km from city centre,€34.88,
colombia,cartagena,Hotel Fegali Art Boutique,"Located in the heart of the historic and legendary city of Cartagena de Indias. We have 12 comfortable and elegant rooms, fully equipped with air conditioning, Smart TV with cable and Netflix, private bathroom.",,,- 1.61km from city centre,€18.00,
colombia,cartagena,Hotel Oceania Cartagena,"Laguito Beach is a 100-meter walk away. All of the rooms at Hotel Oceania Cartagena include a flat-screen TV, air conditioning, and a private bathroom with a shower and complimentary toiletries.",,,- 3.92km from city centre,€31.50,
colombia,cartagena,Zion Beach House,Zion Beach House is one of the best rated hostels in Cartagena and has a unique location directly at the beach,9.1,(341),- 12.37km from city centre,€27.72,€14.60
colombia,cartagena,Hotel Patio de Getsemani,"Located in the Getsemaní neighbourhood, and a few meters from the walled city, where you can live and learn about the history of our city.",,,- 1.25km from city centre,€44.44,
colombia,cartagena,7Ca2-1 Casa Lujo en Cartagena,"Featuring air-conditioned accommodation with a private pool. Boasting room service, this property also provides guests with a terrace.",,,- 1.35km from city centre,€23.96,
colombia,cartagena,Pasada playa blanca,'Posada Playa Blanca' is located on the majestic and enchanting island of Baru.,,,- 8428.64km from city centre,€9.56,
colombia,cartagena,Hostal Casa Lara,"Our hostel is a small house with 6 rooms, with a great family atmosphere and staff willing to make your stay something incredible to remember.",,,- 1.41km from city centre,€11.25,
colombia,cartagena,Hotel Santo Tomas Los Morros,Hotel Santo Tomás los Morros located in Cartagena is ideal for those who want to visit the beach. It has a restaurant and internet access.,,,- 7.02km from city centre,€33.05,
colombia,cartagena,Playa Tortuga,"For those who visit Cartagena, Eco Hotel Playa Tortuga is a magnificent choice to rest and connect with nature.",,,- 1.17km from city centre,€34.88,
colombia,cartagena,Hotel Fegali Art Boutique,"Located in the heart of the historic and legendary city of Cartagena de Indias. We have 12 comfortable and elegant rooms, fully equipped with air conditioning, Smart TV with cable and Netflix, private bathroom.",,,- 1.61km from city centre,€18.00,
colombia,cartagena,Hotel Oceania Cartagena,"Laguito Beach is a 100-meter walk away. All of the rooms at Hotel Oceania Cartagena include a flat-screen TV, air conditioning, and a private bathroom with a shower and complimentary toiletries.",,,- 3.92km from city centre,€31.50,
colombia,cartagena,Vista Mare Beach House,"Enjoy our private beach, perfect for sunbathing, bathing or water sports. Provides facilities like a restaurant, a bar and a garden!!",,,- 6.71km from city centre,€42.19,
colombia,cartagena,Hotel DM con vistas en el centro historico con pis,"Set in Cartagena de Indias, 1.7 km from Marbella Beach and 2.1 km from Bocagrande Beach.This apartment features a private pool and a garden.",,,- 1.25km from city centre,€43.50,
colombia,cartagena,4CR-1M Casa en el Centro Historico con A/C,About 1.7 km from the beaches of Marbella and 2.1 km from Bocagrande beach. The house has 4 rooms with private bathroom.,,,- 1.37km from city centre,€19.04,
colombia,minca,Chunu´u Hostal  & Glamping,"Chunnu Hostal & Glamping is a new, modern and beautiful hostel and Glamping.",8.0,(86),- 0.46km from city centre,€13.45,€16.14
colombia,minca,Mano Verde Minca,"Minca, in the department of Magdalena, north of Colombia.",9.8,(46),- 7.28km from city centre,€22500.00,€9.00
colombia,minca,Hostal Vista Verde Minca,"Our hostel provides a tranquil and relaxing escape from the hustle and bustle of city life, offering a peaceful retreat in nature.",9.7,(10),- 1.21km from city centre,€18.56,€15.08
colombia,minca,Mundo Nuevo Eco Lodge,"Set in the uniquely bio-diverse mountains of the Sierra Nevada, our farm-hostel is a place where guests a",9.6,(873),- 2.06km from city centre,€38.94,€31.86
colombia,minca,Masaya Casas Viejas,Casas Viejas is the home of travelers and nature lovers in the Sierra Nevada! We are located at the heart,9.6,(1045),- 3.6km from city centre,€22500.00,€12.99
colombia,minca,Finca Carpe Diem Ecolodge,"Chill out in our swimming pools while enjoying stunning views over the mountains, or take a dip in the river just a few meters away",9.4,(989),- 6.91km from city centre,€16.88,€11.25
colombia,minca,La Casa del Pozo Azul,"Guests can enjoy the Italian restaurant and the on-site bar. Located at 2.1Km from Minca, In the depths of La Sierra Nevada De Santa Marta the highest mountain in the world near the coast.",9.4,(54),- 1.34km from city centre,€14.63,€11.25
colombia,minca,Finca Hostal Bolivar - Casa Maracuya,Our Boutique - Cabana is located directly on the Rio Gaira where you can take a pleasant bath after a hot day.,9.1,(252),- 0.49km from city centre,€23.63,€20.03
colombia,minca,Rio Elemento Ecolodge,"Rio Elemento Ecolodge is a large villa next to Minca's main river, a little downstream from the famous '",8.8,(627),- 0.55km from city centre,€15.64,€17.78
colombia,minca,Casa Loma Minca,"Casa Loma is a beautiful wooden hill top house that offers one of the most amazing views from any property in Colombia, particularly at sunset!",8.7,(1445),- 0.21km from city centre,€11.46,€6.25
colombia,minca,Jungle Joe Ecolodge,"Minca is the first town in the Sierra Nevada de Santa Marta, located in a dream place, with beautiful rivers and natural waterfalls.",8.6,(278),- 1.06km from city centre,€11.25,€10.13
colombia,minca,Costeno River Minca,Come to Costeno River Minca a magic place! Relax in a rural and quiet environment!,8.4,(105),- 0.48km from city centre,€18.56,€13.61
colombia,minca,Hostal Cocobomgo,Welcome to Hostal Cocobomgo,8.2,(465),- 0.41km from city centre,€6.75,€6.75
colombia,minca,Hostal Eco Point Minca,Hostal Eco Point Minca offers private and shared accommodation in Minca.,8.0,(96),- 0.39km from city centre,€9.00,€7.88
colombia,minca,Chunu´u Hostal  & Glamping,"Chunnu Hostal & Glamping is a new, modern and beautiful hostel and Glamping.",8.0,(88),- 0.46km from city centre,€13.50,€16.20
colombia,minca,Trekker Hostels,"Situated in Minca, Trekker Glamping has a restaurant, bar, garden, and free WiFi.This property also provides guests with a terrace. Wake up in domes in the middle of the mountain, surrounded by abundant life.",7.0,(2),- 1.57km from city centre,€48.06,
colombia,minca,Hostal Guacamaya,"Hostal Guacamaya is a beautiful family owned hostel in the center of Minca, nestled in the Sierra Nevadas.",6.5,(111),- 0.2km from city centre,€1.50,€4.50
